"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"UIHC","United Insurance Holdings Corp.","12.26","$530.01M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/uihc",
"UNFI","United Natural Foods, Inc.","7.5","$400.76M","2019","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/unfi",
"UBFO","United Security Bancshares","10.17","$172.42M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ubfo",
"USLM","United States Lime & Minerals, Inc.","88.5","$496.73M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/uslm",
"UTHR","United Therapeutics Corporation","89.84","$3.94B","1999","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/uthr",
"UG","United-Guardian, Inc.","19.105","$87.77M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ug",
"UNIT","Uniti Group Inc.","6.92","$1.34B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/unit",
"UNTY","Unity Bancorp, Inc.","21.84","$237.19M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/unty",
"UBX","Unity Biotechnology, Inc.","6.24","$269.59M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ubx",
"OLED","Universal Display Corporation","200.18","$9.43B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/oled",
"UEIC","Universal Electronics Inc.","52.12","$723.39M","1993","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/ueic",
"UFPI","Universal Forest Products, Inc.","50.36","$3.09B","1993","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/ufpi",
"ULH","Universal Logistics Holdings, Inc.","18.855","$535.18M","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/ulh",
"USAP","Universal Stainless & Alloy Products, Inc.","13.42","$117.93M","1994","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/usap",
"UVSP","Univest Financial Corporation","25.75","$754.62M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/uvsp",
"UMRX","Unum Therapeutics Inc.","1.31","$40.17M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/umrx",
"TTTN","UP Fintech China-U.S. Internet Titans ETF","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tttn",
"TIGR","UP Fintech Holding Limited","3.96","$571.62M","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/tigr",
"UPLD","Upland Software, Inc.","37.48","$946.31M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/upld",
"UPWK","Upwork Inc.","15.04","$1.67B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/upwk",
"UONE","Urban One, Inc. ","n/a","n/a","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/uone",
"UONEK","Urban One, Inc. ","2.2","$101.36M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/uonek",
"URBN","Urban Outfitters, Inc.","28.7","$2.81B","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/urbn",
"MYT","Urban Tea, Inc.","0.483","$12.65M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/myt",
"URGN","UroGen Pharma Ltd.","22.63","$472.92M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/urgn",
"UROV","Urovant Sciences Ltd.","9.54","$289.45M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/urov",
"ECOL","US Ecology, Inc.","62.23","$1.37B","n/a","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/ecol",
"USAK","USA Truck, Inc.","7.93","$68.05M","1992","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/usak",
"USIO","Usio, Inc.","2.13","$36.33M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/usio",
"UTMD","Utah Medical Products, Inc.","102.47","$381.15M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/utmd",
"UTSI","UTStarcom Holdings Corp","3","$106.85M","2000","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/utsi",
"UXIN","Uxin Limited","3","$880.66M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/uxin",
"VCNX","Vaccinex, Inc.","5.55","$82.49M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vcnx",
"VLRX","Valeritas Holdings, Inc.","1.48","$10.59M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/vlrx",
"VALX","Validea Market Legends ETF","26.13","$20.9M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/valx",
"VLY","Valley National Bancorp","11.58","$3.84B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/vly",
"VLYPO","Valley National Bancorp","25.98","$103.92M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/vlypo",
"VLYPP","Valley National Bancorp","29.42","$135.33M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/vlypp",
"VALU","Value Line, Inc.","20.23","$195.4M","1983","Finance","Investment Managers","https://old.nasdaq.com/symbol/valu",
"VNDA","Vanda Pharmaceuticals Inc.","13.51","$719.73M","2006","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vnda",
"BBH","VanEck Vectors Biotech ETF","126.41","$334.54M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbh",
"PPH","VanEck Vectors Pharmaceutical ETF","59.28","$180.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pph",
"VWOB","Vanguard Emerging Markets Government Bond ETF","80.7","$1.53B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vwob",
"VNQI","Vanguard Global ex-U.S. Real Estate ETF","60.9","$5.96B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vnqi",
"VCIT","Vanguard Intermediate-Term Corporate Bond ETF","91.6","$25.9B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vcit",
"VGIT","Vanguard Intermediate-Term Treasury ETF","66.74","$4.44B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vgit",
"VIGI","Vanguard International Dividend Appreciation ETF","68.88","$1.31B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vigi",
"VYMI","Vanguard International High Dividend Yield ETF","61.35","$1.27B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vymi",
"VCLT","Vanguard Long-Term Corporate Bond ETF","101.11","$4.05B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vclt",
"VGLT","Vanguard Long-Treasury ETF","86.61","$1.28B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vglt",
"VMBS","Vanguard Mortgage-Backed Securities ETF","53.33","$10.79B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vmbs",
"VONE","Vanguard Russell 1000 ETF","138.88","$1.24B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vone",
"VONG","Vanguard Russell 1000 Growth ETF","168.64","$3.04B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vong",
"VONV","Vanguard Russell 1000 Value ETF","113.96","$2.07B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vonv",
"VTWO","Vanguard Russell 2000 ETF","124.99","$1.52B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtwo",
"VTWG","Vanguard Russell 2000 Growth ETF","144.23","$302.88M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtwg",
"VTWV","Vanguard Russell 2000 Value ETF","106.3","$273.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtwv",
"VTHR","Vanguard Russell 3000 ETF","137.64","$481.74M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vthr",
"VCSH","Vanguard Short-Term Corporate Bond ETF","81.27","$25.28B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vcsh",
"VTIP","Vanguard Short-Term Inflation-Protected Securities Index Fund","49.18","$6.99B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtip",
"VGSH","Vanguard Short-Term Treasury ETF","61.04","$5.48B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vgsh",
"BND","Vanguard Total Bond Market ETF","84.51","$46.62B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bnd",
"VTC","Vanguard Total Corporate Bond ETF","88.635","$263.69M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vtc",
"BNDX","Vanguard Total International Bond ETF","58.49","$23.47B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bndx",
"VXUS","Vanguard Total International Stock ETF","53.43","$16.31B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vxus",
"BNDW","Vanguard Total World Bond ETF","80.22","$204.56M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bndw",
"VREX","Varex Imaging Corporation","30.01","$1.15B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/vrex",
"VRNS","Varonis Systems, Inc.","71.55","$2.17B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/vrns",
"VBLT","Vascular Biogenics Ltd.","1.25","$44.85M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vblt",
"VXRT","Vaxart, Inc.","0.3191","$5.04M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/vxrt",
"VBIV","VBI Vaccines, Inc.","0.585","$37.49M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vbiv",
"VTIQ","VectoIQ Acquisition Corp.","n/a","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/vtiq",
"VTIQU","VectoIQ Acquisition Corp.","10.899","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/vtiqu",
"VTIQW","VectoIQ Acquisition Corp.","0.58","$17.19M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/vtiqw",
"VECO","Veeco Instruments Inc.","13.64","$667.97M","1994","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/veco",
"VEON","VEON Ltd.","2.4","$4.22B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/veon",
"VRA","Vera Bradley, Inc.","10.76","$365.72M","2010","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/vra",
"VCYT","Veracyte, Inc.","22.93","$1.11B","2013","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","1.09","$80.81M","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vstm",
"VERB","Verb Technology Company, Inc.","1.02","$23.73M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/verb",
"VERBW","Verb Technology Company, Inc.","n/a","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/verbw",
"VCEL","Vericel Corporation","15.87","$700.45M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/vcel",
"VERY","Vericity, Inc.","n/a","n/a","2019","Finance","Life Insurance","https://old.nasdaq.com/symbol/very",
"VRNT","Verint Systems Inc.","45.39","$3.03B","2002","Technology","EDP Services","https://old.nasdaq.com/symbol/vrnt",
"VRSN","VeriSign, Inc.","190.02","$22.49B","1998","Technology","EDP Services","https://old.nasdaq.com/symbol/vrsn",
"VRSK","Verisk Analytics, Inc.","144.7","$23.66B","2009","Technology","EDP Services","https://old.nasdaq.com/symbol/vrsk",
"VBTX","Veritex Holdings, Inc.","24.62","$1.32B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/vbtx",
"VERI","Veritone, Inc.","2.6","$57.78M","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/veri",
"VRML","Vermillion, Inc.","0.6335","$61.57M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/vrml",
"VRNA","Verona Pharma plc","4.27","$56.22M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vrna",
"VRRM","Verra Mobility Corporation","14.35","$2.28B","2017","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/vrrm",
"VRCA","Verrica Pharmaceuticals Inc.","13.52","$348.02M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vrca",
"VTNR","Vertex Energy, Inc","1.01","$40.75M","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/vtnr",
"VRTX","Vertex Pharmaceuticals Incorporated","195.48","$50.25B","1991","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vrtx",
"VERU","Veru Inc.","1.96","$127.47M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/veru",
"VIA","Viacom Inc.","23.89","$9.64B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/via",
"VIAB","Viacom Inc.","21.56","$8.7B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/viab",
"VSAT","ViaSat, Inc.","68.84","$4.22B","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/vsat",
"VIAV","Viavi Solutions Inc.","15.96","$3.65B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/viav",
"VICR","Vicor Corporation","36.35","$1.46B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/vicr",
"VCTR","Victory Capital Holdings, Inc.","15.56","$1.06B","2018","Finance","Investment Managers","https://old.nasdaq.com/symbol/vctr",
"CIZ","VictoryShares Developed Enhanced Volatility Wtd ETF","32.12","$94.75M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ciz",
"VSDA","VictoryShares Dividend Accelerator ETF","34.19","$136.76M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vsda",
"CEY","VictoryShares Emerging Market High Div Volatility Wtd ETF","23","$43.7M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cey",
"CEZ","VictoryShares Emerging Market Volatility Wtd ETF","25.1591","$45.29M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cez",
"CID","VictoryShares International High Div Volatility Wtd ETF","32.44","$90.83M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cid",
"CIL","VictoryShares International Volatility Wtd ETF","38.3708","$86.33M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cil",
"CFO","VictoryShares US 500 Enhanced Volatility Wtd ETF","49.75","$716.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfo",
"CFA","VictoryShares US 500 Volatility Wtd ETF","53.4","$782.31M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfa",
"CSF","VictoryShares US Discovery Enhanced Volatility Wtd ETF","37.56","$63.85M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/csf",
"CDC","VictoryShares US EQ Income Enhanced Volatility Wtd ETF","46.664","$660.3M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdc",
"CDL","VictoryShares US Large Cap High Div Volatility Wtd ETF","48.1674","$351.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdl",
"VSMV","VictoryShares US Multi-Factor Minimum Volatility ETF","32.0236","$156.92M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vsmv",
"CSB","VictoryShares US Small Cap High Div Volatility Wtd ETF","45.172","$94.86M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/csb",
"CSA","VictoryShares US Small Cap Volatility Wtd ETF","47.09","$28.25M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/csa",
"VIE","Viela Bio, Inc.","21.75","$1.07B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vie",
"VMD","Viemed Healthcare, Inc.","8.12","$307.4M","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/vmd",
"VRAY","ViewRay, Inc.","2.6","$256.05M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/vray",
"VKTX","Viking Therapeutics, Inc.","6.47","$467.2M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vktx",
"VKTXW","Viking Therapeutics, Inc.","4.93","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/vktxw",
"VBFC","Village Bank and Trust Financial Corp.","n/a","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/vbfc",
"VFF","Village Farms International, Inc.","7.91","$414.48M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/vff",
"VLGEA","Village Super Market, Inc.","26.5","$381.63M","n/a","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/vlgea",
"VIOT","Viomi Technology Co., Ltd","8.67","$600.54M","2018","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/viot",
"VNOM","Viper Energy Partners LP","24.07","$3.25B","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/vnom",
"VIR","Vir Biotechnology, Inc.","14.1","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/vir",
"VIRC","Virco Manufacturing Corporation","3.938","$61.88M","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/virc",
"VTSI","VirTra, Inc.","3.05","$23.62M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/vtsi",
"VIRT","Virtu Financial, Inc.","16.96","$3.23B","2015","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/virt",
"VRTS","Virtus Investment Partners, Inc.","108.48","$753.38M","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/vrts",
"VRTSP","Virtus Investment Partners, Inc.","94.38","$108.54M","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/vrtsp",
"BBC","Virtus LifeSci Biotech Clinical Trials ETF","26.3761","$26.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbc",
"BBP","Virtus LifeSci Biotech Products ETF","37.8219","$37.82M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbp",
"VRTU","Virtusa Corporation","37.28","$1.13B","2007","Technology","EDP Services","https://old.nasdaq.com/symbol/vrtu",
